track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Myron,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",78,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,56uXDJRCuoS7abX3SkzHKQ,224955,4
Could've Been (feat. Bryson Tiller),H.E.R.,"['alternative r&b', 'dance pop', 'pop', 'r&b']",80,0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679,6oEVnWKgPqIEPc53OYDNqG,252747,4
HOT DEMON B!TCHES NEAR U ! ! !,CORPSE,"['dream smp', 'viral rap']",80,0.788,0.764,7,-4.054,1,0.254,0.00918,0.0,0.224,0.841,100.095,7v4pPS4A7NgY7bxFA3Etv3,96000,4
90mh,Trefuego,['aesthetic rap'],80,0.716,0.427,1,-8.993,1,0.0529,0.187,0.0,0.354,0.223,108.993,1VxvGm1moDJ3svQlwjdBwA,143334,4
i love you,Billie Eilish,"['art pop', 'electropop', 'pop']",82,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,6CcJMwBtXByIz4zQLzFkKc,291796,4
ROXANNE,Arizona Zervas,"['pop rap', 'rhode island rap', 'social media pop']",82,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,696DnlkuDOXcMAnKlTgXXK,163636,5
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,"['atl hip hop', 'melodic rap', 'rap', 'trap']",78,0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,3nS9a01VvXHQriLqJYwRqG,197760,4
GO (feat. Juice WRLD),The Kid LAROI,['australian hip hop'],78,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,2rPHUAeUPbNgTmK18FPTiZ,181688,4
LLC (feat. Moneybagg Yo),Money Man,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']",77,0.803,0.495,11,-5.724,1,0.321,0.121,0.0,0.104,0.628,80.972,15OlC497ScJt9N2BS8lOev,195154,4
Truth Hurts,Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",78,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,3HWzoMvoF3TQfYg4UPszDq,173325,4
People Watching,Conan Gray,"['bedroom pop', 'indie pop', 'pop']",81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,4JeOesjcWWlprTAvucDSJX,158537,4
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,"['colombian pop', 'pop', 'r&b']",79,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,1otG6j1WHNvl9WgXLWkHTo,207455,4
everything i wanted,Billie Eilish,"['art pop', 'electropop', 'pop']",84,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,3ZCTVFBt2Brf31RLEnCkWJ,245426,4
Trust,Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",79,0.764,0.394,8,-8.559,1,0.154,0.224,8.71e-05,0.119,0.471,92.011,0oufSLnKQDoBFX5mgkDCgR,158421,4
Tequila Shots,Kid Cudi,"['hip hop', 'ohio hip hop', 'rap']",79,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,30KctD1WsHKTIYczXjip5a,193293,4
Sorry Bout That,Yeat,['pluggnb'],79,0.73,0.643,6,-7.811,0,0.0984,8.47e-05,0.0,0.203,0.492,141.961,4VHkjPgAis9JNfc1URn7zZ,186018,4
Miss The Rage (feat. Playboi Carti),Trippie Redd,"['melodic rap', 'rap', 'trap']",79,0.581,0.877,8,-4.938,1,0.114,0.0151,0.0,0.826,0.353,77.006,5gZYpjakt37G3c58FKcQwJ,236883,4
The Middle,Zedd,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",83,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,09IStsImFySgyp0pIQdqAc,184732,4
I Like Me Better,Lauv,"['dance pop', 'electropop', 'pop']",85,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,2P91MQbaiQOfbiz9VqhqKQ,197437,4
Haunted,Laura Les,"['glitchcore', 'hyperpop', 'transpop']",80,0.51,0.817,9,-8.666,1,0.0373,0.000654,0.0344,0.146,0.547,169.481,1toNKayLMeCcVlsLGXJl7n,102007,4
ZEZE (feat. Travis Scott & Offset),Kodak Black,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",80,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,0FZ4Dmg8jJJAPJnvBIzD9z,228760,4
Paralyzed,Sueco,"['cali rap', 'pop rap']",78,0.588,0.856,0,-5.288,0,0.0648,0.00128,2.78e-06,0.109,0.359,150.008,5svL1PkWw8hPEAOdTNLexy,163260,4
LA NOCHE DE ANOCHE,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",86,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,2XIc1pqjXV3Cr2BQUGNBck,203201,4
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,"['rap', 'trap']",81,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997,2IePEfMAtqWS6rLXXFZIgI,224042,4
The Grinch,Trippie Redd,"['melodic rap', 'rap', 'trap']",77,0.676,0.503,8,-6.115,1,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,1W24W6jQegnNh0x5DfBBPT,91288,4
I Drink Wine,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",84,0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389,6v0UJD4a2FtleHeSYVX02A,376169,4
i wanna be your girlfriend,girl in red,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']",82,0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,3h3pOvw6hjOvZxRUseB7h9,204991,4
I WANNA SEE SOME ASS (feat. jetsonmade),Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",79,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,2aWVaW1p2kUc5yuKwBmRJi,125302,4
7 Summers,Morgan Wallen,['contemporary country'],75,0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903,4obHzpwGrjoTuZh2DItEMZ,210507,4
Call Out My Name,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",83,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,09mEdoA6zrmBPgTEN5qXmN,228373,3
Bad Man (Smooth Criminal),Polo G,['chicago rap'],78,0.882,0.662,0,-6.382,1,0.242,0.0124,0.0,0.106,0.57,120.034,62l3NSQPUxvcwwzKUmysrE,106000,4
Black & White,Juice WRLD,"['chicago rap', 'melodic rap']",78,0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946,1fCeXjoRExPP2qwSBh2aST,186945,4
LA FAMA (with The Weeknd),ROSALÍA,['r&b en espanol'],88,0.77,0.302,0,-7.911,0,0.0466,0.946,3.38e-05,0.125,0.821,136.01,6dmXZ9B5HdFAyzHeTneYBK,188103,4
Let Go,Aaron May,"['hip hop', 'rap', 'underground hip hop']",77,0.87,0.498,9,-8.339,0,0.0622,0.046,0.0,0.146,0.692,110.017,1NCWXbUyF88ee30OMAe7dO,176532,4
One Man Band,Old Dominion,"['contemporary country', 'country', 'country road']",76,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,7cA3PnUQDlUyBBwpRozQeo,186240,4
Memory,Kane Brown,"['black americana', 'contemporary country', 'country road']",78,0.434,0.889,9,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326,34chhNX59Wo9HMFCsI3K8Y,153338,5
abcdefu (angrier),GAYLE,['modern alternative pop'],83,0.671,0.599,4,-6.18,1,0.0405,0.0658,0.0,0.101,0.448,121.849,1EQFOouqdKYdpbNoOHRVO2,159836,3
High Hopes,Panic! At The Disco,['modern rock'],83,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,1rqqCSm0Qe4I9rUvWncaom,190947,4
changes,XXXTENTACION,"['emo rap', 'miami hip hop']",83,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,7AFASza1mXqntmGtbxXprO,121887,4
Face Off,Tech N9ne,"['hip hop', 'kansas city hip hop', 'pop rap']",83,0.693,0.935,8,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882,6M47gaKejso9772SKTa3yH,219802,4
Me or Sum (feat. Future & Lil Baby),Nardo Wick,"['florida rap', 'rap', 'trap']",76,0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,160.333,2HHLfzE7PkljuqyYU4vwmh,225533,4
DÁKITI,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",87,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4MzXwWMhyBbmu6hOcLVD49,205090,4
I WANNA BE YOUR SLAVE,Måneskin,"['indie rock italiano', 'italian pop']",88,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4pt5fDVTg5GhEvEtlz9dKk,173347,4
Money In The Grave (Drake ft. Rick Ross),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",80,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,5ry2OE6R2zPQFDO85XkgRb,205427,4
Red (Taylor's Version),Taylor Swift,['pop'],82,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,4OAuvHryIVv4kMDNSLuPt6,223093,4
God Must Hate Me,Catie Turner,"['alt z', 'gen z singer-songwriter', 'pop']",79,0.459,0.304,2,-10.107,1,0.136,0.967,1.95e-05,0.0951,0.072,76.954,21xzFXSL2XkZ2mIzDDAqTK,149803,3
Heartless (feat. Morgan Wallen),Diplo,"['dance pop', 'edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",76,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,3FU6urUVsgXa6RBuV2PdRk,169227,4
moment,Vierre Cloud,['weirdcore'],82,0.544,0.855,6,-7.461,1,0.093,0.0426,0.157,0.167,0.517,171.349,5K9tfeoiztw94dyWzF39jq,129543,4
Russian Cream,Key Glock,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",75,0.867,0.774,11,-5.791,0,0.315,0.11,0.0,0.157,0.549,130.007,03ThZweiBWFP8tOGsk6QMO,142498,4
Red Light Green Light,DaBaby,"['north carolina hip hop', 'rap', 'trap']",79,0.933,0.656,2,-5.85,1,0.322,0.129,0.0,0.161,0.934,119.987,1YDebgap5OFwXEBG18NJvy,159083,4
IDK You Yet,Alexander 23,"['alt z', 'pop']",82,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,0j1Ia2lQWrcXrQZI4AdJlk,184638,1
Enemy - From the series Arcane League of Legends,Imagine Dragons,"['modern rock', 'rock']",87,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,5UlnuulVAVmmesw4VzqHdG,173381,4
Flex (feat. Juice WRLD),Polo G,['chicago rap'],78,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009,2QqJTIlGKRLJC3onkavYEz,163902,4
Rumors (feat. Cardi B),Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",79,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,6KgtcmCF9Ky68XC7ezxl3s,172833,4
Desesperados,Rauw Alejandro,"['puerto rican pop', 'trap latino']",91,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,6ZOcbKub95XSDESsKKuH41,224997,4
Ya Acabo,Marca MP,"['corridos tumbados', 'nuevo regional mexicano', 'sierreno']",85,0.673,0.326,0,-7.481,1,0.0348,0.696,3.73e-06,0.103,0.672,133.309,4H3t8C59tXjKf1R2iKtc5M,189408,4
"thank u, next",Ariana Grande,"['dance pop', 'pop']",84,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,3e9HZxeyfWwjeyPAMmWSSQ,207320,4
Cold Heart - PNAU Remix,Elton John,"['glam rock', 'mellow gold', 'piano rock']",78,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,7rglLriMNBPAyuJOMGwi39,202735,4
High Fashion (feat. Mustard),Roddy Ricch,"['melodic rap', 'rap', 'trap']",78,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,07KXEDMj78x68D884wgVEm,220487,4
Telephones,Vacations,['newcastle nsw indie'],79,0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,0JIMT9gzLIIz0esKLyjbKf,212432,4
5% TINT,Travis Scott,"['rap', 'slap house']",80,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,11kDth1aKUEUMq9r1pqyds,196138,4
Mount Everest,Labrinth,"['indie poptimism', 'pop']",83,0.494,0.428,0,-7.239,0,0.203,0.233,0.0752,0.0816,0.441,87.723,1ZdhOMWyFR8Iv9eylMGYg2,157497,4
Go Crazy,Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",81,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,1IIKrJVP1C9N7iPtG6eOsK,176960,4
All Too Well (Taylor's Version),Taylor Swift,['pop'],82,0.44,0.528,0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,3nsfB1vus2qaloUdcBZvDu,329160,4
"Crazy Story, Pt. 3",King Von,['chicago rap'],76,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,23TwR29GSeJBfXnXhmDlwR,191399,4
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,"['ohio hip hop', 'pop rap']",80,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,2gTdDMpNxIRFSiu7HutMCg,169397,4
Mrs Magic,Strawberry Guy,"['bedroom pop', 'indie pop']",78,0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,0TZejo18HlJ86OrWNsXKnw,208500,4
The Good Ones,Gabby Barrett,"['contemporary country', 'country pop']",76,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,3hLuHKzG1cmlRpq53ZVWd8,215141,4
Juliet,Cavetown,"['bedroom pop', 'indie pop']",81,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,45ROR8UMn60YEVQnDy0uVF,278991,4
Callaita,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",84,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,2TH65lNHgvLxCKXM3apjxI,250534,4
you were good to me,Jeremy Zucker,"['electropop', 'pop']",81,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4CxFN5zON70B3VOPBYbd6P,219147,4
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,"['chicago rap', 'melodic rap']",79,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,0ada5XsQGLPUVbmTCkAP49,160212,4
that way,Tate McRae,"['alt z', 'dance pop', 'pop', 'post-teen pop']",82,0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,7l97ElWmIdVHWUaOeeU5ZC,175027,4
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",79,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,1wJRveJZLSb1rjhnUHQiv6,189487,4
She Got the Best of Me,Luke Combs,"['contemporary country', 'country', 'country road']",76,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,698eQRku24PIYPQPHItKlA,183160,4
Mo Bamba,Sheck Wes,"['rap', 'trap', 'underground hip hop', 'vapor trap']",80,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,1xzBco0xcoJEDXktl7Jxrr,183907,4
Time Today,Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",75,0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994,0YrKSfpvflYnLSBd4Jtu6J,136900,4
Sports,Beach Bunny,"['bubblegrunge', 'chicago indie', 'indie pop']",78,0.231,0.877,9,-5.278,1,0.0574,0.000653,0.026,0.0694,0.524,186.142,77G0k1La0c5Dw8bAFANcyp,164165,4
Element,Pop Smoke,['brooklyn drill'],81,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,57BGVV6wcyhbn3hsjlqEZB,135747,5
We Paid (feat. 42 Dugg),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",77,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,6gxKUmycQX7uyMwJcweFjp,181929,4
nuts (feat. rainy bear),Lil Peep,"['emo rap', 'lgbtq+ hip hop']",80,0.576,0.741,2,-7.404,1,0.0356,0.00831,0.0,0.111,0.143,124.091,2SabxRgV7VMc1LRHgw0HIo,85360,4
HONEST,Baby Keem,"['hip hop', 'rap']",77,0.676,0.536,2,-8.79,1,0.0432,0.403,3.37e-05,0.105,0.373,79.037,58k32my5lKofeZRtIvBDg9,172672,4
Paper Rings,Taylor Swift,['pop'],81,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4y5bvROuBDPr5fuwXbIBZR,222400,4
Si Veo a Tu Mamá,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",86,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,41wtwzCZkXwpnakmwJ239F,170972,4
Chasing After You (with Maren Morris),Ryan Hurd,"['contemporary country', 'country', 'country pop']",76,0.596,0.679,4,-6.395,1,0.0394,0.723,0.0,0.116,0.479,131.912,1ZIKpMTRPqhwAoVXWY3tXI,207974,4
Long Time - Intro,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",77,0.472,0.861,4,-3.966,0,0.0447,0.283,0.0,0.83,0.358,144.077,4IO2X2YoXoUMv0M2rwomLC,211773,4
Whiskey And Rain,Michael Ray,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",75,0.653,0.623,8,-4.56,1,0.0244,0.508,3.32e-06,0.285,0.718,100.021,1tf4Bfk8JIKryLpWYRvyiI,206507,4
Like I Want You,Giveon,"['pop', 'r&b']",79,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,6qBFSepqLCuh5tehehc1bd,260776,3
My Little Love,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",82,0.339,0.492,1,-10.661,1,0.0559,0.829,0.00377,0.147,0.102,151.865,2DuPBbS5mIldXnh7Wum8Cy,389107,4
Mr. Right Now (feat. Drake),21 Savage,"['atl hip hop', 'rap', 'trap']",77,0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08,4Q34FP1AT7GEl9oLgNtiWj,193839,4
Violent Crimes,Kanye West,"['chicago rap', 'rap']",78,0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813,3s7MCdXyWmwjdcWh7GWXas,215320,4
Borderline,Tame Impala,"['australian psych', 'neo-psychedelic']",80,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,5hM5arv9KDbCHS0k9uqwjr,237800,4
Todo De Ti,Rauw Alejandro,"['puerto rican pop', 'trap latino']",88,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4fSIb4hdOQ151TILNsSEaF,199604,4
Se Amerita,Junior H,"['corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",83,0.752,0.719,6,-4.399,0,0.0285,0.264,7.96e-05,0.126,0.544,107.582,3pQYf90V5idOGrXzosm9rt,235858,4
"1 step forward, 3 steps back",Olivia Rodrigo,['pop'],81,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,4wcBRRpIfesgcyUtis7PEg,163587,4
Blue World,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",78,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,2hwOoMtWPtTSSn6WHV7Vp5,209440,4
2055,Sleepy Hallow,"['brooklyn drill', 'nyc rap']",80,0.775,0.518,6,-5.857,0,0.311,0.455,0.0,0.121,0.646,161.011,0mG6igzxbH55XRyq3ygEh8,123987,4
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",78,0.737,0.597,7,-7.333,1,0.119,0.292,0.0,0.13,0.449,92.049,5oady7OSE7dH7LHiqmb3Cr,222987,4
Masterpiece,DaBaby,"['north carolina hip hop', 'rap', 'trap']",76,0.781,0.726,0,-4.213,1,0.0836,0.0299,0.0,0.093,0.436,139.988,26UxwWl9xCb83OynXELJcL,181714,4
Volando - Remix,Mora,"['reggaeton', 'trap latino']",90,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,0G2zPzWqVjR68iNPmx2TBe,273474,4
MIDDLE OF THE NIGHT,Elley Duhé,"['alt z', 'pop']",89,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,58HvfVOeJY7lUuCqF0m3ly,184448,3
REEL IT IN,Aminé,"['hip hop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']",79,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,5qHirGR7M9tdm6C17DlzSY,121347,4
The Adults Are Talking,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",81,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,5ruzrDWcT0vuJIOMW7gMnW,309053,4
champagne problems,Taylor Swift,['pop'],80,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,0sY6ZUTh4yoctD8VIXz339,244000,4
Good News,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",79,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,1DWZUa5Mzf2BwzpHtgbHPY,342040,4
Antisocial (feat. Slump6s),BabySantana,"['hyperpop francais', 'pluggnb']",77,0.618,0.605,1,-6.839,1,0.35,0.00196,0.0,0.46,0.494,146.514,4KBJ6dFxtup8Ku4uQZcPQ8,175334,4
Clouded,Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",77,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,2J6OF7CkpdQGSfm1wdclqn,110129,3
Falling,Trevor Daniel,"['alternative r&b', 'melodic rap', 'pop', 'pop rap']",84,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,0Aqi7ArnBrGblW5T6p2jmD,159382,4
edamame (feat. Rich Brian),bbno$,"['canadian hip hop', 'dark trap', 'vapor trap']",85,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,1uMHCAyGmHqyygoNRuo7MV,133707,4
Before I Knew It,Mason Ramsey,"['contemporary country', 'country']",78,0.632,0.875,2,-3.237,1,0.0367,0.216,5.55e-06,0.385,0.801,133.006,3cqWSJzuxZCsglpaxWtosT,201973,4
Sucker,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",83,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,22vgEDb5hykfaTwLuskFGD,181027,4
Psycho (feat. Ty Dolla $ign),Post Malone,"['dfw rap', 'melodic rap', 'rap']",81,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,3swc6WTsr7rl9DqQKQA55C,221440,4
Spicy (feat. Post Malone),Ty Dolla $ign,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",80,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,5IUtvfNvOyVYZUa6AJFrnP,143375,4
3 Nights,Dominic Fike,"['alternative pop rock', 'pop']",81,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,1tNJrcVe6gwLEiZCtprs1u,177667,4
Got It On Me,Pop Smoke,['brooklyn drill'],79,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,25zlnOAzbVoOzIeXSvQFf1,164580,4
Stuck with U (with Justin Bieber),Ariana Grande,"['dance pop', 'pop']",85,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,4HBZA5flZLE435QTztThqH,228482,3
Lemonade,Internet Money,"['rap', 'trap']",82,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,02kDW379Yfd5PzW5A6vuGt,195429,4
Lights Are On,Tom Rosenthal,['british singer-songwriter'],83,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4IhTXiZLKATmwhMZIb1GQN,193749,4
23,Sam Hunt,"['contemporary country', 'country pop']",75,0.641,0.78,3,-5.138,1,0.0852,0.0206,0.0,0.143,0.693,98.004,4PuAqZlL1tkidkuxfDlLbF,179720,4
Pure Water (with Migos),Mustard,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,3j84U36KvLeXNDPv4t5pI8,192471,4
Turban,Yeat,['pluggnb'],77,0.669,0.682,1,-7.974,1,0.293,0.00165,0.0116,0.339,0.345,148.153,4aMxs74PXoQg2SLgjypcvb,155742,4
Homecoming,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",75,0.929,0.563,9,-7.428,1,0.49,0.000592,0.0,0.244,0.353,129.957,6vxU64pcIuQ38O015Zy4qj,213885,4
Cherry Wine,grentperez,['chill r&b'],79,0.761,0.565,11,-7.016,0,0.0411,0.345,0.0,0.0825,0.583,105.008,1a1LrfgkTvfHFykIxcv8WU,173286,4
life got crazy,mike.,"['indie pop rap', 'pop rap', 'rap', 'rhode island rap', 'sad rap']",78,0.71,0.543,5,-9.141,1,0.0527,0.478,8.66e-06,0.0988,0.481,83.965,5NXthnJecYXjt7sTEWETTY,138929,4
Back In Blood (feat. Lil Durk),Pooh Shiesty,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",76,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,7JuHVG3qQKQKxC4doneXVW,184490,4
