track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Come Back to Earth,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",76,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,01z2fBGB8Hl3Jd3zXe4IXR,161840,4
Own Brand Freestyle,FelixThe1st,[],83,0.912,0.54,7,-8.038,1,0.305,0.16,0.0,0.421,0.619,128.068,6Jzdxguk63s6CVVXHIrQ0x,153809,4
Like That (feat. Gucci Mane),Doja Cat,"['dance pop', 'pop']",79,0.879,0.498,4,-6.027,0,0.18,0.239,0.0,0.0967,0.405,106.044,4EivmOT13NMpNSfTKn9p4s,163173,4
Rags2Riches 2 (feat. Lil Baby),Rod Wave,['florida rap'],75,0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004,40TPiJpvwGIyvPjJMDTKfy,235988,4
El Tóxico,Grupo Firme,"['norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",83,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,7E9GeFGfjXw9LAI4ay6rsw,179746,4
Baby (Lil Baby feat. DaBaby),Quality Control,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,5MPPttjfGap2C6j6eKcO6J,142417,4
Teacher's Pet,Melanie Martinez,"['alt z', 'electropop', 'pop']",80,0.686,0.794,7,-6.136,0,0.0385,0.27,2.25e-05,0.125,0.532,140.952,5o5akY9xnEk6lpMkD8RwD9,241893,3
Nights Like This (feat. Ty Dolla $ign),Kehlani,"['dance pop', 'pop', 'pop rap', 'r&b']",78,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,6ZRuF2n1CQxyxxAAWsKJOy,201788,4
Speechless,Dan + Shay,"['contemporary country', 'country', 'pop']",75,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,3GJ4hzg4lrGwU51Y3VARbF,213387,4
Lil Bit,Nelly,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",76,0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,0NmuYnjETG3u3qx0OmEJev,195962,4
Si Estuviésemos Juntos,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",86,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,35wvL50xvKpCHEJPxLOLPI,169248,4
One Of Them Girls,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']",75,0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987,14GwnOeC9qYEKEA6uOZepa,188893,4
Dealer,Lana Del Rey,"['art pop', 'pop']",79,0.602,0.59,0,-6.346,0,0.0279,0.318,0.000166,0.104,0.381,130.08,7iqQz931tn59mK6IZ3knRx,274293,4
Stay High,Juice WRLD,"['chicago rap', 'melodic rap']",77,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,21CkzgKCBCq5V4XKjiGSIj,168685,4
moved to miami (feat. Lil Baby),Roddy Ricch,"['melodic rap', 'rap', 'trap']",76,0.717,0.444,1,-11.126,1,0.18,0.0196,0.000315,0.114,0.116,124.685,3rjwafyisDpLdoJ4RecHp6,222225,4
WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,BIA,"['pop', 'r&b', 'rap latina', 'trap queen']",76,0.893,0.463,1,-5.301,1,0.36,0.199,0.0,0.318,0.591,81.026,67G6iaOw8DZqp1z8STR89R,229601,4
ELEVEN,IVE,['k-pop girl group'],87,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,7n2FZQsaLb7ZRfRPfEeIvr,178453,4
In The Bible (with Lil Durk & Giveon),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",78,0.686,0.385,7,-8.35,0,0.297,0.614,0.0,0.131,0.147,143.07,61S79KIVA4I9FXbnsylEHT,296568,4
Fine China,Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,5274I4mUMnYczyeXkGDWZN,141587,4
Close Friends (Lil Baby & Gunna),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",76,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,5nzhL67GpF9szXWg5y509A,203881,4
Partin Ways,Polo G,['chicago rap'],76,0.744,0.439,1,-11.891,0,0.0632,0.424,0.0,0.104,0.39,124.008,5Y3ID1NKAg8qydyVCrM7ji,170323,4
Look Back at It,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",76,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,3Ol2xnObFdKV9pmRD2t9x8,179449,4
"10,000 Hours (with Justin Bieber)",Dan + Shay,"['contemporary country', 'country', 'pop']",81,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,167693,4
CÓMO SE SIENTE - Remix,Jhay Cortez,"['latin', 'reggaeton', 'trap latino']",84,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,2tFwfmceQa1Y6nRPhYbEtC,227520,4
THE SCOTTS,THE SCOTTS,[],80,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,39Yp9wwQiSRIDOvrVg7mbk,165978,4
Heartless,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",79,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,6bnF93Rx87YqUBLSgjiMU8,198267,4
BUTTERFLY EFFECT,Travis Scott,"['rap', 'slap house']",80,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,2cYqizR4lgvp4Qu6IQ3qGN,190557,4
Body,Megan Thee Stallion,"['houston rap', 'pop', 'trap queen']",77,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,0A1hoCfMLkiAgvhWkkucJa,171067,4
Don't Be Shy,Tiësto,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",89,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,0bI7K9Becu2dtXK1Q3cZNB,140500,4
If I Didn't Love You,Jason Aldean,"['contemporary country', 'country', 'country road']",74,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,5f3MXmTmstozFg0BH1yPUk,212030,4
E-GIRLS ARE RUINING MY LIFE!,CORPSE,"['dream smp', 'viral rap']",78,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,7bCfHiRcfUjG0YVVNUL7Ve,105176,4
Snowman,Sia,"['australian dance', 'australian pop', 'pop']",86,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,7uoFMmxln0GPXQ0AcCBXRq,165907,3
Someone To You,BANNERS,"['indie poptimism', 'modern rock', 'pop', 'pop rock']",82,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,2f0pn9DkEJwAzXApnFh5cr,219801,4
Fine Line,Harry Styles,['pop'],80,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,6VzcQuzTNTMFnJ6rBSaLH9,377960,4
Tombstone,Rod Wave,['florida rap'],73,0.55,0.637,8,-5.212,1,0.163,0.597,0.0,0.129,0.535,84.448,3zc8VZEpM1onYV4FWGdFvm,160078,4
Ugliest,$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",75,0.752,0.55,5,-7.166,0,0.362,0.172,0.0148,0.14,0.405,174.073,2Q9nA56DKKJhj4cHMbHlAS,178131,4
Love Me,Lil Tecca,"['melodic rap', 'pluggnb', 'rap', 'trap']",79,0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,4e0FYxSROat25pH16zMTZI,117013,4
Hit Different,SZA,"['pop', 'r&b']",77,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,7Bar1kLTmsRmH6FCKKMEyU,202008,4
Switches & Dracs (with Lil Durk feat. EST Gee),Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",74,0.772,0.563,11,-8.188,0,0.452,0.0107,0.0,0.304,0.521,160.064,4c7LkE1lSNj3RR4cZo0jEi,133631,4
Rocc Climbing (feat. Lil Yachty),Remble,[],76,0.832,0.656,4,-7.492,0,0.375,0.316,2.13e-06,0.108,0.562,100.032,5bBzkJE9BqYTL27webAUCw,175878,4
Shivers,Ed Sheeran,"['pop', 'uk pop']",86,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,75MNhvTCCKsST3YqqUiU9r,207853,4
Christmas Tree,V,"['j-division', 'korean ost']",87,0.437,0.384,5,-8.384,1,0.042,0.699,2.33e-05,0.121,0.181,139.009,186NCtNk1tUYS7c2DxgJ7O,209947,4
In My Mind,Lyn Lapid,['gen z singer-songwriter'],78,0.668,0.392,2,-12.178,0,0.0585,0.789,0.00275,0.345,0.323,135.936,2W779g2UrRZtVdf3FcEOO1,162794,3
It's You,Ali Gatie,"['canadian hip hop', 'pop']",83,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,5DqdesEfbRyOlSS3Tf6c29,212607,4
CHICKEN TENDIES,Clinton Kane,"['alt z', 'gen z singer-songwriter', 'pop']",78,0.57,0.689,7,-6.242,1,0.147,0.358,0.0,0.0819,0.568,100.087,0awuNCj9gwJEM0seER22DW,196844,4
Cake,Aflacko,['cali rap'],76,0.776,0.467,8,-10.094,0,0.272,0.682,0.0,0.205,0.563,97.486,23OCmW1EsawtZSK0J2AUHT,159243,4
Riot,XXXTENTACION,"['emo rap', 'miami hip hop']",77,0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,4aOOExMBUyxKnEYb39SrTg,78681,4
Girls Need Love (with Drake) - Remix,Summer Walker,"['pop', 'r&b']",78,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,14SaZBTjxlorHJQxXh01Hu,222374,4
Be Alright,Dean Lewis,"['australian pop', 'pop', 'pop rock']",82,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,3EPXxR3ImUwfayaurPi3cm,196373,4
Yacht Club (feat. Juice WRLD),Lil Yachty,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",75,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,5R2rsbwCDXORX2tLfprRmM,166343,4
Your Power,Billie Eilish,"['art pop', 'electropop', 'pop']",81,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,042Sl6Mn83JHyLEqdK7uI0,245897,4
Suge,DaBaby,"['north carolina hip hop', 'rap', 'trap']",76,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,2gwkD6igEhQbDQegRCcdoB,163320,4
affection,BETWEEN FRIENDS,"['indie pop', 'la pop']",78,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,2lTtnKQgjbrBA1qnOFhBkP,235226,4
Freakin' Out On the Interstate,Briston Maroney,"['indie pop', 'modern rock', 'nashville indie']",75,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861,0awZwmlC6pxH65KTZpadmX,251906,4
Somebody Like That,Tenille Arts,"['canadian contemporary country', 'contemporary country', 'country', 'country pop']",75,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034,3hboOw4dS0aXGuP0fyyvbC,198209,4
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,"['pop', 'r&b']",77,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,2xyx0o4xNOLLjBSbOOdcbA,143227,4
willow,Taylor Swift,['pop'],82,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,0lx2cLdOt3piJbcaXIV74f,214707,4
Kings & Queens,Ava Max,"['dance pop', 'pop']",84,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,7a53HqqArd4b9NF4XAmlbI,162399,4
Wockesha,Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",74,0.582,0.537,0,-9.229,1,0.619,0.129,0.0,0.0749,0.771,82.103,0nqhKXDjsyBMvbeWmgijD0,180930,4
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",85,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,5K6Ssv4Z3zRvxt0P6EKUAP,183726,4
bloody valentine,Machine Gun Kelly,"['ohio hip hop', 'pop rap']",78,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,6mADjHs6FXdroPzEGW6KVJ,205159,4
Major (feat. Key Glock),Young Dolph,"['gangster rap', 'hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",73,0.907,0.651,6,-5.661,0,0.312,0.0111,0.000433,0.108,0.637,147.026,3Yt2ph8Ko0JBANpdawzSF2,195547,4
Ride the Lightning - 717 Tapes,Warren Zeiders,[],76,0.576,0.474,1,-6.342,1,0.0331,0.75,8.74e-05,0.0944,0.4,77.834,1JTQG8J8jN8tjDTyUWnaRe,186459,4
Drunk (And I Don't Wanna Go Home),Elle King,['modern blues rock'],74,0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,0QULNNd9z5s35entfiiXoa,245626,4
Stop Draggin' Your Boots,Danielle Bradbery,"['contemporary country', 'country', 'country pop']",74,0.463,0.76,2,-5.958,1,0.11,0.0379,0.0,0.115,0.65,123.899,0ODaBMQ3tbTefbmbMWTwdT,164347,4
GOODMORNINGTOKYO!,TOKYO’S REVENGE,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",76,0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,0.664,124.918,0Q2n5yzl2XRqYbV77tZNYp,150115,4
Dear God (feat. Kevin Gates),FL Dusa,[],73,0.673,0.748,7,-6.1,1,0.365,0.255,0.0,0.236,0.716,139.667,1oPdIqXhjswpTnA5PPQs0K,181714,4
ULTRA VIOLET,Thouxanbanfauni,"['atl hip hop', 'melodic rap', 'plugg', 'pluggnb', 'underground hip hop', 'vapor trap']",76,0.632,0.714,1,-8.924,0,0.063,0.118,0.926,0.12,0.313,159.938,2CxjDTsUBmVlcMjjy2UETJ,157944,4
Cradles,Sub Urban,['modern indie pop'],75,0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616,1y4jsQt7MjnZhiD1L6qFBC,209829,4
Scorpio,Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",74,0.736,0.532,1,-7.151,1,0.265,0.0292,8.86e-06,0.0806,0.273,84.983,0BFGDkrXAneskCJdudSCro,165773,4
Cada Quien,Grupo Firme,"['norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",83,0.707,0.833,3,-2.498,1,0.0517,0.137,0.0,0.115,0.788,110.062,5BE9B2FiFWBbBdoIQ1m1UP,197781,3
Blueberry Faygo,Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",78,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,6wJYhPfqk3KGhHRG76WzOh,162547,4
So Hot You're Hurting My Feelings,Caroline Polachek,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indie pop', 'indietronica', 'pop']",77,0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,5B6Kjha6RRIMWGN7zGsAaT,183861,4
Botella Tras Botella,Gera MX,"['mexican hip hop', 'rap conciencia']",85,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,2MnLkFqY9Rpg9s3Zv6ZJdK,197333,4
Stop Breathing,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",76,0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967,2lLG56qpLP3UbcLuzMvkWX,218943,4
Overpass Graffiti,Ed Sheeran,"['pop', 'uk pop']",87,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,4btFHqumCO31GksfuBLLv3,236907,4
Noticed,Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",79,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,7zLYKWcXnYeHHWidalz7rj,165000,4
Head & Heart (feat. MNEK),Joel Corry,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",86,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,6cx06DFPPHchuUAcTxznu9,166028,4
Pain,PinkPantheress,['russian plugg'],77,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,7CIERzyqIwLVKGp00YbHRO,98544,4
Take My Breath,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",84,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,6OGogr19zPTM4BALXuMQpF,220196,4
To Be Loved,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",81,0.356,0.176,8,-8.291,1,0.0391,0.843,0.0,0.231,0.289,170.425,10ImcQk9tihY1EKMDIbvXJ,403962,1
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,['australian hip hop'],78,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,0DYNL4xbYWgNzppUamtyR4,144860,4
bad vibes forever,XXXTENTACION,"['emo rap', 'miami hip hop']",77,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,03eJ2DclFWXYU8GWgANdmZ,150475,4
Gët Busy,Yeat,['pluggnb'],75,0.66,0.58,10,-9.921,0,0.0393,0.0372,0.0,0.116,0.115,139.902,20O48JTG6O46tPAuZbliRA,157780,4
Cold As You,Luke Combs,"['contemporary country', 'country', 'country road']",74,0.598,0.846,6,-4.956,1,0.0355,0.0527,0.0,0.113,0.328,144.04,7IWV29mryrqtO0JVgnPtfv,186107,4
Tyler Herro,Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",77,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,3w1WjD2zJqjBjDz5fwqQPJ,156578,4
Safaera,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",82,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,2DEZmgHKAvm41k4J3R2E9Y,295177,4
Los Mire Con Talento,Fuerza Regida,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",78,0.54,0.549,2,-6.612,1,0.293,0.394,0.0,0.103,0.628,184.414,1trAoZKkvVjuuQpUzTI6KV,163000,3
Si Te Pudiera Mentir,Calibre 50,['regional mexican'],86,0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,3p6eieHX6oEOzJStPtEsLu,255640,4
TO THE MOON,Jnr Choi,[],85,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,5vUnjhBzRJJIAOJPde6zDx,152137,4
Recuerda,Marca MP,"['corridos tumbados', 'nuevo regional mexicano', 'sierreno']",76,0.434,0.207,2,-11.805,0,0.035,0.877,8.01e-05,0.118,0.435,181.204,2BaBwcllqDMkoD9184xOxP,150413,3
NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,['australian hip hop'],78,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82,1JXBNvlDEl2epKSJ9EOgKX,216000,5
E. Coli (feat. Earl Sweatshirt),The Alchemist,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop', 'west coast rap']",75,0.322,0.555,11,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019,3GXSywNvYLAVUCtjMHkKDh,132147,3
Overwhelmed (Ryan Mack Remix),Ryan Mack,"['alt z', 'irish pop', 'social media pop']",80,0.658,0.445,0,-8.749,0,0.154,0.161,0.0,0.0845,0.513,174.111,03eyNjBM2mpx28H6kdaufN,103240,4
La Difícil,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",83,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,6NfrH0ANGmgBXyxgV2PeXt,163084,4
All Mine,Kanye West,"['chicago rap', 'rap']",77,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,3U21A07gAloCc4P7J8rxcn,145507,4
Got What I Got,Jason Aldean,"['contemporary country', 'country', 'country road']",73,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,4TCc369aRPRubv1m8R1TBG,178147,3
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler, The Creator","['hip hop', 'rap']",75,0.827,0.571,11,-7.949,1,0.366,0.0195,0.0,0.166,0.62,142.034,7z4xW9WY86uH3gd1V9pfCM,146419,4
Dancing With Your Ghost,Sasha Alex Sloan,"['alt z', 'electropop', 'pop', 'post-teen pop']",82,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,1TQXIltqoZ5XXyfCbAeSQQ,197732,4
The Way I Talk,Morgan Wallen,['contemporary country'],73,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,21LRaD9rB3v7p7DDCZsW4y,208280,4
Time Machine,WILLOW,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",76,0.606,0.532,3,-6.076,1,0.0416,0.44,0.0,0.132,0.405,81.332,1jVjOcs7QeQZJXScbqvofI,143640,3
Two Moons,BoyWithUke,[],81,0.841,0.502,6,-9.068,0,0.211,0.52,0.000187,0.103,0.863,109.965,5GxUKIEkMXXZo1Tif0IzfC,224747,4
Sunshine,OneRepublic,"['dance pop', 'piano rock', 'pop', 'pop rock']",84,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,5r43qanLhUCdBj8HN3fa6B,163855,4
Young N Dumb,Polo G,['chicago rap'],75,0.465,0.729,3,-6.93,0,0.237,0.0072,0.0,0.139,0.606,95.001,4dZTNKRngStyYNueXCO2FR,172394,5
Con Tus Besos,Eslabon Armado,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'sierreno']",77,0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,6WYB1odDfMPVMyp1QxFInT,226821,3
Roses - Imanbek Remix,SAINt JHN,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",72,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,0zLCBJZSiELJf02ucPP9wb,176867,4
Boys Will Be Bugs,Cavetown,"['bedroom pop', 'indie pop']",78,0.486,0.528,1,-11.722,1,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,6suYoN4gFkanqOBn5yRnJC,329050,4
Chosen 1,Polo G,['chicago rap'],77,0.77,0.576,8,-11.845,0,0.339,0.138,0.0,0.08,0.364,166.162,40QrLHWdsxyXLAdjJG4Rxs,127200,4
Up Down (feat. Florida Georgia Line),Morgan Wallen,['contemporary country'],73,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,3EWMoDIm6lzuR0zQKtuCJX,197253,4
TSU,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",76,0.568,0.56,9,-9.059,1,0.42,0.228,3.05e-06,0.39,0.246,130.019,4s7QLoImIwmPi9L6dq1nVW,308756,4
SCOOP (feat. Doja Cat),Lil Nas X,"['lgbtq+ hip hop', 'pop']",79,0.841,0.527,6,-8.116,1,0.149,0.0427,1.54e-06,0.12,0.582,163.975,6bpq1jGkVz66Q3LYeoXdjZ,174164,4
Richer,Rod Wave,['florida rap'],74,0.726,0.411,1,-12.929,1,0.0671,0.438,0.0,0.087,0.734,137.905,0mehSdTadpXbHAWTrnrIXO,190459,3
Anyone,Justin Bieber,"['canadian pop', 'pop']",81,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,31qCy5ZaophVA81wtlwLc4,190779,4
Reckless,Madison Beer,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",84,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,5ajjAnNRh8bxFvaVHzpPjh,203385,3
Sold Out Dates (feat. Lil Baby),Gunna,"['atl hip hop', 'melodic rap', 'rap', 'trap']",75,0.817,0.556,4,-7.178,0,0.14,0.469,0.0,0.131,0.314,126.991,55WLWX71YkHt2tSucNIf1g,166368,4
Isabelle,Zach Hood,"['alt z', 'gen z singer-songwriter', 'pop']",79,0.678,0.716,10,-4.403,1,0.0342,0.196,0.0,0.102,0.627,109.981,1w9L6dvttZalWd8XqFYvSa,135000,4
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,['brooklyn drill'],79,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,1H7KnK26kc1YyellpbINEn,201600,4
God is a woman,Ariana Grande,"['dance pop', 'pop']",81,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,5OCJzvD7sykQEKHH7qAC3C,197547,4
Natural,Imagine Dragons,"['modern rock', 'rock']",83,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,2FY7b99s15jUprqC0M5NCT,189467,4
After Hours,charlieonnafriday,['sad rap'],74,0.809,0.375,6,-9.914,1,0.0663,0.245,0.0,0.156,0.252,133.95,7jWW25q41F2P7Opfn3boIF,157675,4
CAN'T SAY,Travis Scott,"['rap', 'slap house']",78,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,27a1mYSG5tYg7dmEjWBcmL,198408,4
Dark Knight Dummo,Trippie Redd,"['melodic rap', 'rap', 'trap']",75,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444,4apiNNK0jp9uqn3JDG9My1,256163,3
Burn The House Down,AJR,"['modern rock', 'pop rap']",71,0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353,0TkJIyL69RAUIbNwGub6uR,212374,4
Strawberries & Cigarettes,Troye Sivan,"['australian pop', 'dance pop', 'electropop', 'pop', 'viral pop']",84,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,3afkJSKX0EAMsJXTZnDXXJ,201539,4
You Say,Lauren Daigle,"['ccm', 'christian music', 'worship']",78,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,6Up545NUflOiXo8cEraH49,274693,4
